Die Vase ist _________________________.;umgefallen;umfallen;-;1;
Die Mutter hat dem Kind eine Decke _______________.;überworfen;übergeworfen;-;2;
Der Wind hat einen Sonnenschirm ______________.;-;umweht;umgeweht;3;
Wir ist zu einem anderen Thema _____________.;-;übergangen;übergegangen;3;
Die Krankenschwester hat seinen verletzten Arm mit einerBinde ______________.;umwickelt;umgewickelt;-;1;
Werner hat mich bei der Begrüßung _______________.;übergegangen;übergangen;-;2;
Mein Sohn hat einige Bilder ______________.;-;umhängt;umgehängt;3;
Wir haben einen Punkt ______________.;übergangen;übergegangen;-;1;
Edith hat einen leichten Mantel ________________.;überhabt;übergehabt;-;2;
Anja hat sich mir ________________.;-;widergesetzt;widersetzt;3;
Dieser Luxus hat ihr _______________.;widerstrebt;widergestrebt;-;1;
Der Leiter des Standesamtes hat die Trauung _____________.;vollgezogen;vollzogen;-;2;
