
Die Gastgeberin hat neben meiner Frau __________.;gesessen;gesetzt;-;1;
Wohin hast du das Kind ____________?;gesessen;gesetzt;-;2;
Peter hat sich neben mich ____________.;gesessen;gesetzt;-;2;
Klaus hat den Hut auf den Kopf ____________.;gesessen;gesetzt;-;2;
Die Mutter hat sich ins Bett ____________.;gelegt;gelegen;-;1;
Die Mutter hat lange im Bett ____________.;gelegt;gelegen;-;2;
Udo hat das Messer neben den Teller___________.;-;gelegen;gelegt;3;
Er hat am Fenster ____________.;gestanden;gestellt;-;1;
Uwe hat die Blumen in die Vase ____________.;gestanden;gestellt;-;2;
Ralf hat sich auf einen Stuhl __________, um die Lampe aufzuhängen.;gestanden;gestellt;-;1;
Sie hat die Wäsche zum Trocknen an/auf die Leine_______.;gehangen;gehängt;-;2;
Die Wäsche hat an/auf der Leine im Waschraum_________.;-;gehängt;gehangen;3;
