Wer ist jetzt ... der Rehe?;an;in;bei;q;
Sind Sie ... der Rehe?;an;in;bei;1;
Ich habe das ... Radio gehört.;am;im;bei dem;2;
Ich habe das ... Fernsehen gesehen.;am;bei dem;im;3;
Ich habe das ... der Zeitung gelesen.;in;auf;an;1;
Theaterkarten gibt es nur ... Verkaufsstellen.;in;an;bei;2;
Theaterkarten gibt es nur ... Abendkasse.;in;auf;an;3;
Wo steht das? ... Grundgesetzt.;im;an;auf;1;
An welcher Stelle steht das? Das steht gleich ... 1. Kapitel, ... Seite 3.;auf dem,auf;im,auf;auf dem, in;2;
Wieviel habe ich noch ... meinem Konto?;an;in;auf;3;
Er hat ... der Universität Bochum begonnen.;an;bei;in;1;
Das hat er mir ... Telefon gesagt, und auch ... einem Brief geschrieben.;beim, in;am,in;am, auf;2;
Ich sitze nicht gern ... der Sonne.;auf;an;in;3;
Sie wohnen ... Zoo.;am;bei;in;1;
Sie wohnen ... Stadtpark.;bei dem;am;in dem;2;
Sie wohnen... Theater.;bei dem;in dem;am;3;
Wo muss ich aussteigen? ... Bahnhof.;am;im;bei dem;1;
Wo muss ich aussteigen? ... Rathaus.;im;am;bei dem;2;
Wo muss ich aussteigen? ... der nächsten Haltestelle.;in;bei;an;3;
Sie fanden keinen Unterkunft und mussten ... Freien ... freiem Himmel übernachten.;im,unter;im,auf;im, bei;1;
Heute sieht man nur Regenwolken ... Himmel.;auf dem;am;bei dem;2;
Er ist Dozent ... einer Musikakademie.;in;bei;an;3;
Wo haben Sie das gelesen? Das habe ich ... der Zeitung gelesen.;in;auf;bei;1;
Wo haben Sie das gelesen? Das habe ich ... Kafka gelesen.;in;bei;auf;2;
Wo haben Sie das gelesen? Das habe ich ... Kafkas Tagebüchern gelesen.;bei;auf;in;3;
;;;;1;
;;;;2;
;;;;3;
;;;;1;
;;;;2;
;;;;3;
