Klaus _______ heute nicht zum Frühstück erschienen.;ist;hat;-;1;
Diese Tests _______ ich früher alle gekonnt.;bin;habe;-;2;
Er _______ eines (un)natürlichen Todes gestorben.;-;hat;ist;3;
Frisches Wasser _______ aus dem Felsspalt gesprudelt.;ist;hat;-;1;
Wir _______ über das Feld geritten.;haben;sind;-;2;
Der Papagei _______ durch das Zimmer geflattert.;-;hat;ist;3;
Alex _______ früher viel auf dem offenen Meer gesegelt. ;hat/ist;hat;ist;1;
Der Schnee _______ in einer Woche getaut.;hat;ist;-;2;
Klaus _______ das Pferd zur Tränke geritten.;-;ist;hat;3;
Die Fahnen _______ im Wind geflattert.;hat;ist;-;1;
Sekt _______ im Glas gesprudelt.;ist;hat;-;2;
Es _______ gestern getaut.;-;ist;hat;3;
Erik ______ den ganzen Vormittag durch die Stadt gebummelt.;ist;hat;-;1; 
_______ hier etwas Furchtbares passiert?;hat;ist;-;2;
In diesem Sommer _______ es schon mehrmals gehagelt.;-;ist;hat;3;

