Seine energische Stimme hat im Raum ______________.;widerhallt;widergehallt;-;1;
Der Sportler hat einen Sprung _______________.;vollgeführt;vollführt;-;2;
Die Pflegerin hat den Kranken _______________.;-;umbettet;umgebettet;3;
Er hat manche Nacht mit uns ______________.;durchgefeiert;durchfeiert;;1;
Die Schülerin hat im Geschichtsbuch ein paar Seiten ________.;übergeschlagen;überschlagen;-;2;
Das Kind hat ängstlich die Mutter ______________.;-;umgeklammert;umklammert;3;
Er ist zum Islam ______________.;übergetreten;übertreten;;1;
Man hat das Urteil des Gerichts _______________.;vollgestreckt;vollstreckt;-;2;
Franz hat seine Aussage _______________.;-;widergerufen;widerrufen;3;
Der Gärtner hat unseren Garten ______________.;umgestaltet;umstaltet;;1;
Der Motorradfahrer hat die Straßenverkehrsordnung _________.;übergetreten;übertreten;-;2;
Familie Mähl ist von Pinneberg nach Hamburg ____________.;-;übergesiedelt;übersiedelt;3;
Das Boot ist plötzlich _______________.;umgeschlagen;umschlagen;-;1;
Der Turm hat alle Stürme _______________.;übergedauert;überdauert;-;2;
