Wir haben ... dem Essen schon angefangen.;mit;über;auf;1;
Ich werde mich ... meinem Chef beklagen, wenn meine Kollegin mich weiterhin so ärgert.;auf;bei;zu;2;
Warum hast du den Mann nicht ... dem Weg zu unserem Hotel gefragt?;zu;an;nach;3;
Er hat lange ... gehofft, dass sie ihm verziehen würde.;darauf;darüber;daran;1;
Diese Tätigkeiten haben doch nichts ... deinem Beruf zu tun!;zu;mit;auf;2;
Seit wir in unserem neuen Haus leben, leiden wir nicht mehr ... dem Lärm des internationalen Flughafens.;an;auf;unter;3;
Kannst du dich noch ... unseren Urlaub in Griechenland erinnern?;an;über;auf;1;
Ich kann dich ... einer Beziehung zu Carla nur warnen. Sie ist eine Schlange!;gegen;vor;gegenüber;2;
Du willst dich doch nicht schon wieder ... meinem Vater streiten, oder?;zu;bei;mit;3;
Ich habe sehr ... seine Note gestaunt!;über;an;auf;1;
Ich möchte mit dir ... unsere Hochzeit sprechen.;über;auf;an;1;
Ich möchte dir ... einem neuen Auto raten, denn dein altes ist nicht mehr verkehrstüchtig.;für;zu;auf;2;
Der Autor schreibt hauptsächlich über das Thema "Zwischenmenschliche Beziehungen".;;;;3;
Wer garantiert mir ... den Wert des Schmucks?;für;auf;an;1;
Es handelt sich ... das Geld, das dir meine Frau geliehen hat.;auf;um;für;2;
Tut mir Leid, aber ich will mich jetzt ... diesem Problem nicht beschäftigen.;auf;an;mit;3;
Kannst du nicht endlich ... dem Rauchen aufhören?;mit;auf;an;1;
Der Vater verdient das Geld und die Mutter sorgt ..., dass in der Familie alles gut läuft.;darauf;dafür;darum;2;
Ich halte den Mann ... einen Betrüger.;auf;über;für;3;
Hast du dich ... das Geschenk bedankt, das du von Tante Susanne bekommenhast?;für;auf;über;1;
Mein Nachbar ist krank! Er leidet sehr ... seiner Krankheit.;an;unter;auf;2;
... Wut über die laute Rock-Musik rächte er sich an seinen Nachbarn, indem er seine eigenen Lautsprecherboxen ins Fenster stellte und ganz laut Volksmusik anstellte.;vor;-;aus;3;
Hier geht es ... einen Skandal, der öffentlich gemacht werden muss.;um;über;für;1;
Er hat den Glauben ... die Zukunft noch nicht verloren.;auf;an;über;2;
Sie hat sich ... einen Mann aus der Schweiz verliebt.;an;auf;in;3;
Dass Benfica keinen Erfolg mehr hat, liegt ... der Vereinsführung!;an;auf;in;1;
Wirst du auch ... der Fahrt nach Österreich teilnehmen?;auf;an;über;2;
Wir haben noch nicht ... der Arbeit an dem neuen Projekt begonnen.;über;auf;mit;3;
Ich halte leider nichts ... deinem Vorschlag!;über;auf;von;3;
Kümmere dich nicht ... die Kommentare der anderen Gäste!;um;auf;an;1;
Die Geschwister haben sich ... die Erbschaft gestritten.;über;um;auf;2;
Wir möchten uns in aller Form ... den Fehler entschuldigen, der uns unterlaufen ist!;auf;an;für;3;
Er hat sich ganz ... seinen Vortrag konzentriert.;auf;über;für;1;
Ich muss unbedingt mit meiner Freundin über ihr Verhalten ... meinem Verlobten sprechen!;gegen;gegenüber;zu;2;
Du solltest besser ... deinen Fehlerquotienten achten.;an;über;auf;3;
Es kommt ... den Termin an, ob wir uns bald wiedersehen können.;auf;an;über;1;
Er kämpfte ... ganzer Kraft gegen die Krankheit.;auf;mit;bei;2;
Der Tourist erkundigte sich ... dem Weg zum Café Majestic.;für;über;nach;3;
Diese Leute gehören ... einer Gruppe von japanischen Touristen.;zu;nach;bei;1;
Wir haben sehr ... den Witz meines Kollegen gelacht!;auf;über;an;2;
Wenn man im Ausland lebt, muss man sich oft ... fremde Sitten gewöhnen.;für;auf;an;3;
Ich möchte dir ... die Blumen danken, die du mir ins Krankenhaus geschickt hast.;für;auf;über;1;
Ich werde mich ... eine neue Sekretärin bemühen, denn die jetzige Sekretärin kennt sich nicht mit Computern aus.;über;um;für;2;
Meine Tochter fürchtet sich sehr ... großen Hunden.;gegen;auf;vor;3;
Vielen Dank, ich habe mich sehr ... dein Geburtstagsgeschenk gefreut!;über;auf;an;1;
Die Polizei hat die Diebe gefasst, weil einer der Diebe nicht ... das Geld, das auf den Boden gefallen war, verzichten wollte.;an;auf;über;2;
Willst du nicht doch einmal ... deine Entscheidung nachdenken?;auf;an;über;3;
Hast du schon den Brief ... deine Tante geschrieben, in dem du dich für das Geburtstagsgeschenk bedankst?;an;auf;für;1;
Mein Freund und ich haben uns gestern ... unsere gemeinsame Zukunft unterhalten.;auf;über;an;2;
Man sollte sich ... unnötigen Gefahren schützen.;gegen;auf;vor;3;
Hast du dich ... deiner Tante bedankt, dass sie dir die Amerikareise finanzieren will?;bei;zu;gegen;1;
Dora hat sich ... ein Stipendium in Deutschland beworben.;auf;um;an;2;
Obwohl wir uns viele Jahre nicht gesehen hatten, habe ich meine Ex-Freundin sofort ... ihrer Stimme erkannt, als sie mit mir telefonierte.;auf;bei;an;3;
