Das Schiff _______ den Ärmelkanal passiert.;hat;;-;1;
Der See _______ in diesem Jahr frühzeitig gefroren.;;ist;-;2;
Der Arzt _______ ihr eine Tinktur in die Augen getropft.;-;;hat;3;
Es war kalt. Wir _______ fürchterlich gefroren.;;;-;1;
Der Boden _______ unter seinen Füßen geschwebt.;;hat;-;2;
Das Mädchen _______ vor Freude durchs Zimmer getanzt.;-;;;3; 
Tau _______ von den Blättern getropft.;ist;;-;1;
Das Eis _______ in der Sonne schnell geschmolzen.;;;-;2;
Die Erde _______ kräftig gebebt.;-;;hat;3;
Das Schiff _______ nach zwei Tagen in den Sturm geraten.;ist;;-;1;
Maria _______ nicht gern mit Anfängern getanzt.;;hat;-;2;
Die Sonne _______ das Eis geschmolzen.;-;;hat;3;
Der alte Mann _______ über die Straße geschwebt.;;;-;1;
Das Auto _______ in die Zuschauer gerast.;;ist;-;2;
Der Wasserhahn _______ plötzlich getropft.;-;;hat;3;

1. hat ... passiert 2. ist ... gefroren 3. hat ... getropft 4. sind ... gefroren 5. hat ... geschwebt 6. ist ...
getanzt 7. ist ... getropft 8. ist ... geschmolzen 9. hat ... gebebt 10. ist ... geraten 11. hat ... getanzt
12. hat ... geschmolzen 13. ist ... geschwebt 14. ist ... gerast 15. hat ... getropft
