Wir sterben ... Langeweile.;vor;aus;-;1;
Sie kam nur ... Neugier.;vor;aus;-;2;
Er tat das ... Rache.;-;vor;aus;3;
Sie war ganz blaß ... Kälte.;vor;aus;-;1;
Er war ganz rot ... Zorn.;aus;vor;-;2;
Ich komme um ... Langeweile.;-;aus;vor;3;
Ich sterbe ... Hunger.;vor;aus;-;1;
Sie schrie ... Schmerzen.;aus;vor;-;2;
Ich falle um ... Müdigkeit.;-;aus;vor;3;
Er handelt nie ... Mitgefühl, sondern immer nur ... Berechnung.;aus;vor;-;1;
Das geschah ... vielen Gründen.;vor;aus;-;2;
Er hört ihr nicht ... Interesse.;-;vor;aus;3;
Wir waren beide sprachlos, mein Kollege ... Verwunderung, ich ... Schrecken.;vor;aus;-;1;
Die Arbeiter streiken ... Protest gegen die Entlassung ihrer Kollegen.;vor;aus;-;2;
Viele Dinge tun die Menschen nur ... Gewohnheit.;vor;-;aus;3;
